Week,Statewide_Weighted_AQI
2022-06-12 23:59:59.999999999,88.32320041888269
2022-06-19 23:59:59.999999999,73.32286244897809
2022-06-26 23:59:59.999999999,90.3711237209298
2022-07-03 23:59:59.999999999,78.69626756198475
2022-07-10 23:59:59.999999999,65.6011905028766
2022-07-17 23:59:59.999999999,92.21954979612005
2022-07-24 23:59:59.999999999,85.76964974361536
2022-07-31 23:59:59.999999999,80.12871057650969
2022-08-07 23:59:59.999999999,68.1894360194448
2022-08-14 23:59:59.999999999,78.68004762059056
2022-08-21 23:59:59.999999999,95.85998549211948
2022-08-28 23:59:59.999999999,74.3338855757353
2022-09-04 23:59:59.999999999,100.00511564397527
2022-09-11 23:59:59.999999999,91.72591502092929
2022-09-18 23:59:59.999999999,57.84551980414704
2022-09-25 23:59:59.999999999,58.820570047056684
2022-10-02 23:59:59.999999999,75.10904266950408
2022-10-09 23:59:59.999999999,87.72861764796976
2022-10-16 23:59:59.999999999,61.760509871882824
2022-10-23 23:59:59.999999999,64.15399500423155
2022-10-30 23:59:59.999999999,56.80650789127585
2022-11-06 23:59:59.999999999,51.18612886221813
2022-11-13 23:59:59.999999999,49.284791380919906
2022-11-20 23:59:59.999999999,62.75635364264552
2022-11-27 23:59:59.999999999,72.85512743023546
2022-12-04 23:59:59.999999999,56.1870316421518
2022-12-11 23:59:59.999999999,51.78824133960372
2022-12-18 23:59:59.999999999,62.82019017277305
2022-12-25 23:59:59.999999999,84.82239326651205
2023-01-01 23:59:59.999999999,49.69915798129364
2023-01-08 23:59:59.999999999,47.20431068358031
2023-01-15 23:59:59.999999999,48.111292662641226
2023-01-22 23:59:59.999999999,50.593087484657836
2023-01-29 23:59:59.999999999,58.67872108228334
2023-02-05 23:59:59.999999999,55.780725949515066
2023-02-12 23:59:59.999999999,54.00242063173098
2023-02-19 23:59:59.999999999,55.06101166352626
2023-02-26 23:59:59.999999999,52.60843274288735
2023-03-05 23:59:59.999999999,47.133059952024446
2023-03-12 23:59:59.999999999,43.28536754022721
2023-03-19 23:59:59.999999999,48.655381079571804
2023-03-26 23:59:59.999999999,45.77680458803843
2023-04-02 23:59:59.999999999,51.16442023097053
2023-04-09 23:59:59.999999999,56.25553115401735
2023-04-16 23:59:59.999999999,67.43837612567843
2023-04-23 23:59:59.999999999,74.20822615729807
2023-04-30 23:59:59.999999999,80.25977856897731
2023-05-07 23:59:59.999999999,42.26404684277288
2023-05-14 23:59:59.999999999,64.96594446478414
2023-05-21 23:59:59.999999999,76.76833350087358
2023-05-28 23:59:59.999999999,56.277107068446554
2023-06-04 23:59:59.999999999,63.53384888281649
2023-06-11 23:59:59.999999999,52.84176508456257
2023-06-18 23:59:59.999999999,55.97249495428698
2023-06-25 23:59:59.999999999,58.676739875793714
2023-07-02 23:59:59.999999999,93.71845030525806
2023-07-09 23:59:59.999999999,88.80875014032044
2023-07-16 23:59:59.999999999,106.463932944506
2023-07-23 23:59:59.999999999,110.43746271101047
2023-07-30 23:59:59.999999999,107.18375002569144
2023-08-06 23:59:59.999999999,93.25475733998115
2023-08-13 23:59:59.999999999,64.32783761240773
2023-08-20 23:59:59.999999999,76.80757567798057
2023-08-27 23:59:59.999999999,83.35876699575398
2023-09-03 23:59:59.999999999,92.30235347563222
2023-09-10 23:59:59.999999999,76.95177071863158
2023-09-17 23:59:59.999999999,67.45651726820462
2023-09-24 23:59:59.999999999,81.98026885889098
2023-10-01 23:59:59.999999999,66.27083853348614
2023-10-08 23:59:59.999999999,72.67938047264228
2023-10-15 23:59:59.999999999,64.0753077156168
2023-10-22 23:59:59.999999999,82.48449109914328
2023-10-29 23:59:59.999999999,52.30217644481716
2023-11-05 23:59:59.999999999,74.04720107323584
2023-11-12 23:59:59.999999999,59.99773101939123
2023-11-19 23:59:59.999999999,53.331317773748275
2023-11-26 23:59:59.999999999,54.451458640320666
2023-12-03 23:59:59.999999999,55.93772492389509
2023-12-10 23:59:59.999999999,58.74730267745352
2023-12-17 23:59:59.999999999,68.35797349149135
2023-12-24 23:59:59.999999999,56.43688273931211
2023-12-31 23:59:59.999999999,73.8293285387997
2024-01-07 23:59:59.999999999,54.358416148587345
2024-01-14 23:59:59.999999999,54.53761778546299
2024-01-21 23:59:59.999999999,62.19409193788684
2024-01-28 23:59:59.999999999,48.553196195150434
2024-02-04 23:59:59.999999999,48.83787900926324
2024-02-11 23:59:59.999999999,44.583088478551595
2024-02-18 23:59:59.999999999,55.41839050580526
2024-02-25 23:59:59.999999999,46.93853170449845
2024-03-03 23:59:59.999999999,45.75915604748637
2024-03-10 23:59:59.999999999,42.63343945066951
2024-03-17 23:59:59.999999999,42.83164465321978
2024-03-24 23:59:59.999999999,50.628297036248284
2024-03-31 23:59:59.999999999,43.195314913637525
2024-04-07 23:59:59.999999999,46.1862315399548
2024-04-14 23:59:59.999999999,59.36144578164184
2024-04-21 23:59:59.999999999,69.75390537784932
2024-04-28 23:59:59.999999999,53.54218929112332
2024-05-05 23:59:59.999999999,59.769611151130576
2024-05-12 23:59:59.999999999,62.34768832185461
2024-05-19 23:59:59.999999999,64.87552105240204
2024-05-26 23:59:59.999999999,58.51218610145365
2024-06-02 23:59:59.999999999,71.93375679389595
2024-06-09 23:59:59.999999999,76.12559433610465
2024-06-16 23:59:59.999999999,89.48217344731177
2024-06-23 23:59:59.999999999,95.55013061529654
2024-06-30 23:59:59.999999999,90.81046616467374
2024-07-07 23:59:59.999999999,112.95409258990134
2024-07-14 23:59:59.999999999,115.33269154204348
2024-07-21 23:59:59.999999999,97.66356450439874
2024-07-28 23:59:59.999999999,93.66074619260021
2024-08-04 23:59:59.999999999,96.19168853921056
2024-08-11 23:59:59.999999999,103.11989741493427
2024-08-18 23:59:59.999999999,74.7074363124292
2024-08-25 23:59:59.999999999,76.86630863050405
2024-09-01 23:59:59.999999999,102.3889294372231
2024-09-08 23:59:59.999999999,112.0750441186934
2024-09-15 23:59:59.999999999,86.98435428818067
2024-09-22 23:59:59.999999999,59.78624278354159
2024-09-29 23:59:59.999999999,90.12761439593861
2024-10-06 23:59:59.999999999,114.1747422893051
2024-10-13 23:59:59.999999999,78.02645969126827
2024-10-20 23:59:59.999999999,57.33734650851913
2024-10-27 23:59:59.999999999,79.0349813756654
2024-11-03 23:59:59.999999999,50.19939283394049
2024-11-10 23:59:59.999999999,63.12084478677
2024-11-17 23:59:59.999999999,56.151779914908374
2024-11-24 23:59:59.999999999,54.73994228094797
2024-12-01 23:59:59.999999999,56.8100417035603
2024-12-08 23:59:59.999999999,91.63997300187883
2024-12-15 23:59:59.999999999,65.1537524649719
2024-12-22 23:59:59.999999999,70.6395069922514
2024-12-29 23:59:59.999999999,68.88483069787114
2025-01-05 23:59:59.999999999,82.81288785352596
